9989503,s0,T1,T19,Functional association of ,Nmi, with ,Stat5," and Stat1 in IL-2- and IFNgamma-mediated signaling. 
",Not_a_complex
9989503,s3,T12,T26,"We evaluated two cytokine systems, IL-2 and IFNgamma, and demonstrate that ",Nmi, augments ,STAT,-mediated transcription in response to these cytokines.,Not_a_complex
9989503,s4,T20,T15,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,/p300 coactivator proteins with ,Stat1," and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Complex_formation
9989503,s4,T21,T15,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300, coactivator proteins with ,Stat1," and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Complex_formation
9989503,s4,T20,T22,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,/p300 coactivator proteins with Stat1 and ,Stat5,", and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Complex_formation
9989503,s4,T21,T22,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300, coactivator proteins with Stat1 and ,Stat5,", and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Complex_formation
9989503,s4,T13,T14,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, ",Nmi," enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T13,T15,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with ",Stat1," and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T13,T16,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment ",IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T13,T17,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and ",IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T13,T20,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,"/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T13,T21,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300," coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T13,T22,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and ",Stat5,", and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T13,T23,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with ",CBP,/p300 can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T13,T24,"Interestingly, ",Nmi," lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/",p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T14,T15,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi, enhances the association of CBP/p300 coactivator proteins with ,Stat1," and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T14,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi," enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment ",IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T14,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi," enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and ",IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T14,T20,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi, enhances the association of ,CBP,"/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T14,T21,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi, enhances the association of CBP/,p300," coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T14,T22,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi, enhances the association of CBP/p300 coactivator proteins with Stat1 and ,Stat5,", and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T14,T23,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi," enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with ",CBP,/p300 can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T14,T24,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, ",Nmi," enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/",p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T15,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with ",Stat1," and Stat5, and together with CBP/p300 can augment ",IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T15,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with ",Stat1," and Stat5, and together with CBP/p300 can augment IL-2- and ",IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T15,T22,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with ",Stat1, and ,Stat5,", and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T15,T23,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with ",Stat1," and Stat5, and together with ",CBP,/p300 can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T15,T24,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with ",Stat1," and Stat5, and together with CBP/",p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T16,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment ",IL-2,- and ,IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T20,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,"/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment ",IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T21,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300," coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment ",IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T22,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and ",Stat5,", and together with CBP/p300 can augment ",IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T23,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with ",CBP,/p300 can augment ,IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T24,T16,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/",p300, can augment ,IL-2,- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T20,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,"/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and ",IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T21,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300," coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and ",IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T22,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and ",Stat5,", and together with CBP/p300 can augment IL-2- and ",IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T23,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with ",CBP,/p300 can augment IL-2- and ,IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T24,T17,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/",p300, can augment IL-2- and ,IFNgamma,-dependent transcription.,Not_a_complex
9989503,s4,T20,T21,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,/,p300," coactivator proteins with Stat1 and Stat5, and together with CBP/p300 can augment IL-2- and IFNgamma-dependent transcription.",Not_a_complex
9989503,s4,T20,T23,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,"/p300 coactivator proteins with Stat1 and Stat5, and together with ",CBP,/p300 can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T20,T24,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of ",CBP,"/p300 coactivator proteins with Stat1 and Stat5, and together with CBP/",p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T21,T23,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300," coactivator proteins with Stat1 and Stat5, and together with ",CBP,/p300 can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T21,T24,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/",p300," coactivator proteins with Stat1 and Stat5, and together with CBP/",p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T22,T23,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and ",Stat5,", and together with ",CBP,/p300 can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T22,T24,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and ",Stat5,", and together with CBP/",p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s4,T23,T24,"Interestingly, Nmi lacks an intrinsic transcriptional activation domain; instead, Nmi enhances the association of CBP/p300 coactivator proteins with Stat1 and Stat5, and together with ",CBP,/,p300, can augment IL-2- and IFNgamma-dependent transcription.,Not_a_complex
9989503,s5,T18,T27,"Therefore, our data not only reveal that ",Nmi, can potentiate ,STAT,"-dependent transcription, but also suggest that it can augment coactivator protein recruitment to at least some members of a group of sequence-specific transcription factors.",Not_a_complex
