12530964,s5,T17,T5,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that ",mib, function is essential in the signaling cell for efficient activation of ,Notch," in neighboring cells. These observations support a model for Notch activation where the Delta-Notch interaction is followed by endocytosis of Delta and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T18,T7,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the ",Delta,-,Notch," interaction is followed by endocytosis of Delta and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Complex_formation
12530964,s6,T18,T19,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the ",Delta,-Notch interaction is followed by endocytosis of ,Delta," and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T6,T18,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for ",Notch, activation where the ,Delta,"-Notch interaction is followed by endocytosis of Delta and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T6,T19,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for ",Notch, activation where the Delta-Notch interaction is followed by endocytosis of ,Delta," and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T6,T7,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for ",Notch, activation where the Delta-,Notch," interaction is followed by endocytosis of Delta and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T6,T8,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for ",Notch, activation where the Delta-Notch interaction is followed by endocytosis of Delta and transendocytosis of the ,Notch," extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T7,T19,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the Delta-",Notch, interaction is followed by endocytosis of ,Delta," and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T7,T8,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the Delta-",Notch, interaction is followed by endocytosis of Delta and transendocytosis of the ,Notch," extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T18,T8,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the ",Delta,-Notch interaction is followed by endocytosis of Delta and transendocytosis of the ,Notch," extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s6,T19,T8,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the Delta-Notch interaction is followed by endocytosis of ",Delta, and transendocytosis of the ,Notch," extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining Notch receptor, release of the Notch intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
12530964,s7,T9,T10,"Mind bomb is a ubiquitin ligase that is essential for efficient activation of Notch signaling by Delta. 
Lateral inhibition, mediated by Notch signaling, leads to the selection of cells that are permitted to become neurons within domains defined by proneural gene expression. Reduced lateral inhibition in zebrafish mib mutant embryos permits too many neural progenitors to differentiate as neurons. Positional cloning of mib revealed that it is a gene in the Notch pathway that encodes a RING ubiquitin ligase. Mib interacts with the intracellular domain of Delta to promote its ubiquitylation and internalization. Cell transplantation studies suggest that mib function is essential in the signaling cell for efficient activation of Notch in neighboring cells. These observations support a model for Notch activation where the Delta-Notch interaction is followed by endocytosis of Delta and transendocytosis of the Notch extracellular domain by the signaling cell. This facilitates intramembranous cleavage of the remaining ",Notch," receptor, release of the ",Notch," intracellular fragment, and activation of target genes in neighboring cells. 
",Not_a_complex
