21296186_39,s0,T1,T2,Steady state levels of ,Coq9p, mirrored those of ,Coq7p,", and thus it is tempting to speculate that Coq8 may also phosphorylate Coq9p.",Not_a_complex
21296186_39,s6,T16,T20,While experiments have not revealed a complex between Coq8p and ,Coq9p,", it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including ",Coq4p,", Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T16,T21,While experiments have not revealed a complex between Coq8p and ,Coq9p,", it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, ",Coq6p,", and Coq7p.",Not_a_complex
21296186_39,s6,T16,T22,While experiments have not revealed a complex between Coq8p and ,Coq9p,", it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, Coq6p, and ",Coq7p,.,Not_a_complex
21296186_39,s6,T16,T27,While experiments have not revealed a complex between Coq8p and ,Coq9p,", it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable ",Coq," polypeptides known to interact with Coq9, including Coq4p, Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T17,T18,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of ",Coq9p, by ,Coq8p," might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T17,T19,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of ",Coq9p, by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with ,Coq9,", including Coq4p, Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T17,T20,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of ",Coq9p," by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including ",Coq4p,", Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T17,T21,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of ",Coq9p," by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, ",Coq6p,", and Coq7p.",Not_a_complex
21296186_39,s6,T17,T22,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of ",Coq9p," by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, Coq6p, and ",Coq7p,.,Not_a_complex
21296186_39,s6,T17,T27,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of ",Coq9p, by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable ,Coq," polypeptides known to interact with Coq9, including Coq4p, Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T18,T19,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by ",Coq8p, might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with ,Coq9,", including Coq4p, Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T18,T20,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by ",Coq8p," might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including ",Coq4p,", Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T18,T21,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by ",Coq8p," might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, ",Coq6p,", and Coq7p.",Not_a_complex
21296186_39,s6,T18,T22,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by ",Coq8p," might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, Coq6p, and ",Coq7p,.,Not_a_complex
21296186_39,s6,T18,T27,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by ",Coq8p, might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable ,Coq," polypeptides known to interact with Coq9, including Coq4p, Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T20,T21,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including ",Coq4p,", ",Coq6p,", and Coq7p.",Not_a_complex
21296186_39,s6,T20,T22,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including ",Coq4p,", Coq6p, and ",Coq7p,.,Not_a_complex
21296186_39,s6,T27,T20,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable ",Coq," polypeptides known to interact with Coq9, including ",Coq4p,", Coq6p, and Coq7p.",Not_a_complex
21296186_39,s6,T21,T22,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable Coq polypeptides known to interact with Coq9, including Coq4p, ",Coq6p,", and ",Coq7p,.,Not_a_complex
21296186_39,s6,T27,T21,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable ",Coq," polypeptides known to interact with Coq9, including Coq4p, ",Coq6p,", and Coq7p.",Not_a_complex
21296186_39,s6,T27,T22,"While experiments have not revealed a complex between Coq8p and Coq9p, it is certainly possible that phosphorylation of Coq9p by Coq8p might be necessary to form a Q biosynthetic complex and so preserve the otherwise unstable ",Coq," polypeptides known to interact with Coq9, including Coq4p, Coq6p, and ",Coq7p,.,Not_a_complex
21296186_39,s7,T23,T24,It is likely that such ,Coq8,"-mediated phosphorylation of Coq polypeptides might function to regulate Q6 synthesis, and thus also account for the ",COQ8," multicopy suppression of the coq10 mutant.
",Not_a_complex
21296186_39,s7,T23,T25,It is likely that such ,Coq8,"-mediated phosphorylation of Coq polypeptides might function to regulate Q6 synthesis, and thus also account for the COQ8 multicopy suppression of the ",coq10," mutant.
",Not_a_complex
21296186_39,s7,T23,T28,It is likely that such ,Coq8,-mediated phosphorylation of ,Coq," polypeptides might function to regulate Q6 synthesis, and thus also account for the COQ8 multicopy suppression of the coq10 mutant.
",Not_a_complex
21296186_39,s7,T23,T29,It is likely that such ,Coq8,-mediated phosphorylation of Coq polypeptides might function to regulate ,Q6," synthesis, and thus also account for the COQ8 multicopy suppression of the coq10 mutant.
",Not_a_complex
21296186_39,s7,T24,T25,"It is likely that such Coq8-mediated phosphorylation of Coq polypeptides might function to regulate Q6 synthesis, and thus also account for the ",COQ8, multicopy suppression of the ,coq10," mutant.
",Not_a_complex
21296186_39,s7,T28,T24,It is likely that such Coq8-mediated phosphorylation of ,Coq," polypeptides might function to regulate Q6 synthesis, and thus also account for the ",COQ8," multicopy suppression of the coq10 mutant.
",Not_a_complex
21296186_39,s7,T29,T24,It is likely that such Coq8-mediated phosphorylation of Coq polypeptides might function to regulate ,Q6," synthesis, and thus also account for the ",COQ8," multicopy suppression of the coq10 mutant.
",Not_a_complex
21296186_39,s7,T28,T25,It is likely that such Coq8-mediated phosphorylation of ,Coq," polypeptides might function to regulate Q6 synthesis, and thus also account for the COQ8 multicopy suppression of the ",coq10," mutant.
",Not_a_complex
21296186_39,s7,T29,T25,It is likely that such Coq8-mediated phosphorylation of Coq polypeptides might function to regulate ,Q6," synthesis, and thus also account for the COQ8 multicopy suppression of the ",coq10," mutant.
",Not_a_complex
21296186_39,s7,T28,T29,It is likely that such Coq8-mediated phosphorylation of ,Coq, polypeptides might function to regulate ,Q6," synthesis, and thus also account for the COQ8 multicopy suppression of the coq10 mutant.
",Not_a_complex
